Laissez-faire;t;Ns;Ni;a_t;Utility;Lambda_s;Lambda_i;;;Optimal-policy;t;Ns;Ni;a_t;Utility;Lambda_s;Lambda_i
;408;0,42764;0,00277572;0,855283;-0,0116059;-32,41;-194,394;;;;408;0,970867;0,00069227;0,575811;-0,127787;-164,945;-2252,99
;409;0,427256;0,00276375;0,855685;-0,0115379;-32,3168;-194,393;;;;409;0,970769;0,00069206;0,575832;-0,127771;-,165;-2253,36
;410;0,426874;0,00275186;0,856086;-0,0114704;-32,2239;-194,393;;;;410;0,97067;0,000691846;0,575852;-0,127756;-164,916;-2253,74
;411;0,426494;0,00274003;0,856486;-0,0114033;-32,1313;-194,393;;;;411;0,970571;0,00069163;0,575873;-0,127741;-164,901;-2254,12
;412;0,426115;0,00272827;0,856885;-0,0113366;-32,039;-194,392;;;;412;0,970473;0,000691411;0,575894;-0,127726;-164,886;-2254,52
;413;0,425737;0,00271658;0,857282;-0,0112703;-31,947;-194,392;;;;413;0,970374;0,000691189;0,575914;-0,127711;-164,872;-2254,92
;414;0,425362;0,00270495;0,857679;-0,0112044;-31,8552;-194,391;;;;414;0,970276;0,000690965;0,575935;-0,127695;-164,857;-2255,33
;415;0,424988;0,00269339;0,858074;-0,0111389;-31,7638;-194,391;;;;415;0,970177;0,000690737;0,575956;-0,12768;-164,842;-2255,74
;416;0,424615;0,0026819;0,858468;-0,0110739;-31,6726;-,194;;;;416;0,970079;0,000690507;0,575978;-0,127664;-164,828;-2256,17
;417;0,424244;0,00267046;0,858861;-0,0110092;-31,5817;-,194;;;;417;0,969981;0,000690275;0,575999;-0,127649;-164,813;-2256,6
;418;0,423875;0,00265909;0,859253;-0,0109449;-31,4911;-194,389;;;;418;0,969882;0,000690039;0,57602;-0,127633;-164,798;-2257,04
;419;0,423507;0,00264779;0,859643;-0,010881;-31,4008;-194,389;;;;419;0,969784;0,000689801;0,576042;-0,127617;-164,784;-2257,48
;420;0,423141;0,00263655;0,860033;-0,0108176;-31,3108;-194,389;;;;420;0,969686;0,000689561;0,576063;-0,127601;-164,769;-2257,94
;421;0,422777;0,00262537;0,860421;-0,0107545;-31,221;-194,388;;;;421;0,969587;0,000689318;0,576085;-0,127585;-164,754;-2258,4
;422;0,422413;0,00261425;0,860808;-0,0106918;-31,1316;-194,388;;;;422;0,969489;0,000689072;0,576106;-0,127569;-,165;-2258,86
;423;0,422052;0,00260319;0,861194;-0,0106294;-31,0424;-194,387;;;;423;0,969391;0,000688824;0,576128;-0,127553;-164,725;-2259,33
;424;0,421692;0,0025922;0,861579;-0,0105675;-30,9534;-194,387;;;;424;0,969293;0,000688574;0,57615;-0,127537;-,165;-2259,81
;425;0,421333;0,00258126;0,861963;-0,010506;-30,8648;-194,387;;;;425;0,969195;0,000688321;0,576172;-0,127521;-164,695;-2260,3
;426;0,420976;0,00257039;0,862345;-0,0104448;-30,7764;-194,386;;;;426;0,969097;0,000688066;0,576194;-0,127505;-164,681;-2260,79
;427;0,42062;0,00255958;0,862727;-0,010384;-30,6883;-194,386;;;;427;0,968999;0,000687808;0,576216;-0,127489;-164,666;-2261,29
;428;0,420266;0,00254882;0,863107;-0,0103236;-30,6005;-194,385;;;;428;0,968901;0,000687548;0,576238;-0,127472;-164,651;-2261,8
;429;0,419914;0,00253813;0,863487;-0,0102635;-30,513;-194,385;;;;429;0,968803;0,000687286;0,57626;-0,127456;-164,637;-2262,31
;430;0,419562;0,00252749;0,863865;-0,0102038;-30,4257;-194,385;;;;430;0,968705;0,000687022;0,576283;-0,12744;-164,622;-2262,83
;431;0,419213;0,00251691;0,864242;-0,0101445;-30,3387;-194,384;;;;431;0,968607;0,000686756;0,576305;-0,127423;-164,607;-2263,35
;432;0,418864;0,00250639;0,864618;-0,0100855;-30,252;-194,384;;;;432;0,968509;0,000686487;0,576328;-0,127406;-164,592;-2263,88
;433;0,418518;0,00249593;0,864992;-0,0100269;-30,1655;-194,383;;;;433;0,968411;0,000686217;0,57635;-0,12739;-164,578;-2264,42
;434;0,418172;0,00248552;0,865366;-0,00996871;-30,0793;-194,383;;;;434;0,968314;0,000685944;0,576373;-0,127373;-164,563;-2264,96
;435;0,417828;0,00247517;0,865739;-0,00991083;-29,9934;-194,383;;;;435;0,968216;0,000685669;0,576396;-0,127356;-164,548;-2265,51
;436;0,417486;0,00246487;0,86611;-0,0098533;-29,9077;-194,382;;;;436;0,968118;0,000685393;0,576419;-0,12734;-164,534;-2266,06
;437;0,417144;0,00245463;0,866481;-0,00979612;-29,8223;-194,382;;;;437;0,968021;0,000685114;0,576442;-0,127323;-164,519;-2266,62
;438;0,416805;0,00244445;0,86685;-0,00973929;-29,7371;-194,381;;;;438;0,967923;0,000684833;0,576465;-0,127306;-164,504;-2267,18
;439;0,416466;0,00243432;0,867219;-0,00968281;-29,6523;-194,381;;;;439;0,967826;0,00068455;0,576488;-0,127289;-164,489;-2267,76
;440;0,416129;0,00242425;0,867586;-0,00962667;-29,5676;-194,381;;;;440;0,967728;0,000684266;0,576511;-0,127272;-164,475;-2268,33
;441;0,415794;0,00241423;0,867952;-0,00957088;-29,4833;-,194;;;;441;0,967631;0,000683979;0,576534;-0,127255;-,164;-2268,91
;442;0,41546;0,00240426;0,868317;-0,00951542;-29,3992;-,194;;;;442;0,967533;0,000683691;0,576557;-0,127238;-164,445;-2269,5
;443;0,415127;0,00239435;0,868681;-0,00946031;-29,3153;-,194;;;;443;0,967436;0,000683401;0,576581;-0,127221;-164,431;-2270,09
;444;0,414795;0,00238449;0,869044;-0,00940552;-29,2318;-194,379;;;;444;0,967339;0,000683109;0,576604;-0,127204;-164,416;-2270,69
;445;0,414465;0,00237468;0,869406;-0,00935108;-29,1484;-194,379;;;;445;0,967241;0,000682816;0,576627;-0,127186;-164,401;-2271,29
;446;0,414136;0,00236493;0,869767;-0,00929696;-29,0654;-194,379;;;;446;0,967144;0,00068252;0,576651;-0,127169;-164,386;-2271,9
;447;0,413809;0,00235523;0,870127;-0,00924317;-28,9826;-194,378;;;;447;0,967047;0,000682223;0,576674;-0,127152;-164,372;-2272,51
;448;0,413483;0,00234558;0,870485;-0,00918971;-28,9;-194,378;;;;448;0,96695;0,000681925;0,576698;-0,127134;-164,357;-2273,13
;449;0,413158;0,00233598;0,870843;-0,00913658;-28,8177;-194,377;;;;449;0,966853;0,000681624;0,576722;-0,127117;-164,342;-2273,75
;450;0,412834;0,00232643;0,8712;-0,00908376;-28,7356;-194,377;;;;450;0,966756;0,000681322;0,576746;-0,1271;-164,327;-2274,38
;451;0,412512;0,00231693;0,871555;-0,00903127;-28,6538;-194,377;;;;451;0,966659;0,000681019;0,576769;-0,127082;-164,313;-2275,01
;452;0,412191;0,00230748;0,87191;-0,00897909;-28,5723;-194,376;;;;452;0,966562;0,000680714;0,576793;-0,127065;-164,298;-2275,64
;453;0,411872;0,00229808;0,872263;-0,00892723;-28,491;-194,376;;;;453;0,966465;0,000680407;0,576817;-0,127047;-164,283;-2276,29
;454;0,411554;0,00228873;0,872616;-0,00887569;-28,4099;-194,376;;;;454;0,966368;0,000680099;0,576841;-0,127029;-164,269;-2276,93
;455;0,411237;0,00227943;0,872967;-0,00882445;-28,3291;-194,375;;;;455;0,966271;0,000679789;0,576865;-0,127012;-164,254;-2277,58
;456;0,410921;0,00227018;0,873318;-0,00877353;-28,2486;-194,375;;;;456;0,966174;0,000679478;0,57689;-0,126994;-164,239;-2278,24
;457;0,410606;0,00226098;0,873667;-0,00872292;-28,1683;-194,375;;;;457;0,966077;0,000679166;0,576914;-0,126976;-164,224;-2278,9
;458;0,410293;0,00225182;0,874016;-0,00867261;-28,0882;-194,374;;;;458;0,965981;0,000678852;0,576938;-0,126958;-,164;-2279,56
;459;0,409981;0,00224272;0,874363;-0,00862261;-28,0084;-194,374;;;;459;0,965884;0,000678536;0,576962;-0,126941;-164,195;-2280,23
;460;0,409671;0,00223366;0,87471;-0,0085729;-27,9288;-194,374;;;;460;0,965788;0,000678219;0,576987;-0,126923;-,164;-2280,9
;461;0,409361;0,00222464;0,875055;-0,0085235;-27,8495;-194,373;;;;461;0,965691;0,000677901;0,577011;-0,126905;-164,166;-2281,58
;462;0,409053;0,00221568;0,8754;-0,0084744;-27,7704;-194,373;;;;462;0,965594;0,000677582;0,577036;-0,126887;-164,151;-2282,26
;463;0,408746;0,00220676;0,875743;-0,00842559;-27,6915;-194,373;;;;463;0,965498;0,000677261;0,57706;-0,126869;-164,136;-2282,94
;464;0,40844;0,00219789;0,876086;-0,00837708;-27,6129;-194,372;;;;464;0,965402;0,000676939;0,577085;-0,126851;-164,121;-2283,63
;465;0,408136;0,00218906;0,876427;-0,00832886;-27,5346;-194,372;;;;465;0,965305;0,000676616;0,577109;-0,126833;-164,107;-2284,33
;466;0,407832;0,00218028;0,876768;-0,00828093;-27,4564;-194,372;;;;466;0,965209;0,000676291;0,577134;-0,126815;-164,092;-2285,02
;467;0,40753;0,00217154;0,877107;-0,00823329;-27,3785;-194,372;;;;467;0,965113;0,000675966;0,577159;-0,126797;-164,077;-2285,72
;468;0,407229;0,00216285;0,877445;-0,00818593;-27,3009;-194,371;;;;468;0,965016;0,000675639;0,577183;-0,126779;-164,063;-2286,43
;469;0,40693;0,0021542;0,877783;-0,00813886;-27,2235;-194,371;;;;469;0,96492;0,000675311;0,577208;-0,12676;-164,048;-2287,14
;470;0,406631;0,0021456;0,87812;-0,00809208;-27,1463;-194,371;;;;470;0,964824;0,000674982;0,577233;-0,126742;-164,033;-2287,85
;471;0,406334;0,00213704;0,878455;-0,00804557;-27,0693;-,194;;;;471;0,964728;0,000674651;0,577258;-0,126724;-164,018;-2288,57
;472;0,406038;0,00212853;0,87879;-0,00799935;-26,9926;-,194;;;;472;0,964632;0,00067432;0,577283;-0,126706;-164,004;-2289,29
;473;0,405743;0,00212006;0,879123;-0,0079534;-26,9161;-,194;;;;473;0,964536;0,000673987;0,577308;-0,126687;-163,989;-2290,01
;474;0,405449;0,00211163;0,879456;-0,00790773;-26,8399;-194,369;;;;474;0,96444;0,000673654;0,577333;-0,126669;-163,974;-2290,74
;475;0,405156;0,00210325;0,879788;-0,00786233;-26,7639;-194,369;;;;475;0,964344;0,000673319;0,577358;-0,126651;-,164;-2291,47
;476;0,404865;0,0020949;0,880119;-0,00781721;-26,6881;-194,369;;;;476;0,964248;0,000672983;0,577383;-0,126632;-163,945;-2292,2
;477;0,404574;0,0020866;0,880448;-0,00777235;-26,6125;-194,368;;;;477;0,964153;0,000672647;0,577408;-0,126614;-,164;-2292,94
;478;0,404285;0,00207835;0,880777;-0,00772777;-26,5372;-194,368;;;;478;0,964057;0,000672309;0,577433;-0,126596;-163,916;-2293,68
;479;0,403997;0,00207013;0,881105;-0,00768345;-26,4621;-194,368;;;;479;0,963961;0,00067197;0,577459;-0,126577;-163,901;-2294,42
;480;0,40371;0,00206196;0,881432;-0,0076394;-26,3872;-194,368;;;;480;0,963866;0,000671631;0,577484;-0,126559;-163,886;-2295,17
;481;0,403424;0,00205382;0,881758;-0,00759561;-26,3126;-194,367;;;;481;0,96377;0,00067129;0,577509;-0,12654;-163,872;-2295,92
;482;0,403139;0,00204573;0,882083;-0,00755208;-26,2381;-194,367;;;;482;0,963675;0,000670949;0,577535;-0,126522;-163,857;-2296,68
;483;0,402856;0,00203768;0,882407;-0,00750882;-26,1639;-194,367;;;;483;0,963579;0,000670606;0,57756;-0,126503;-163,842;-2297,44
;484;0,402573;0,00202967;0,882731;-0,00746581;-26,09;-194,366;;;;484;0,963484;0,000670263;0,577585;-0,126484;-163,828;-2298,2
;485;0,402292;0,0020217;0,883053;-0,00742306;-26,0162;-194,366;;;;485;0,963388;0,000669919;0,577611;-0,126466;-163,813;-2298,96
;486;0,402011;0,00201377;0,883374;-0,00738056;-25,9427;-194,366;;;;486;0,963293;0,000669574;0,577636;-0,126447;-163,798;-2299,73
;487;0,401732;0,00200587;0,883695;-0,00733832;-25,8694;-194,366;;;;487;0,963198;0,000669228;0,577662;-0,126428;-163,784;-2300,5
;488;0,401454;0,00199802;0,884014;-0,00729633;-25,7963;-194,365;;;;488;0,963102;0,000668882;0,577687;-0,12641;-163,769;-2301,27
;489;0,401177;0,00199021;0,884333;-0,0072546;-25,7234;-194,365;;;;489;0,963007;0,000668534;0,577713;-0,126391;-163,754;-2302,05
;490;0,400901;0,00198244;0,884651;-0,00721311;-25,6508;-194,365;;;;490;0,962912;0,000668186;0,577739;-0,126372;-,164;-2302,83
;491;0,400626;0,0019747;0,884967;-0,00717187;-25,5784;-194,364;;;;491;0,962817;0,000667837;0,577764;-0,126353;-163,725;-2303,61
;492;0,400352;0,001967;0,885283;-0,00713087;-25,5062;-194,364;;;;492;0,962722;0,000667488;0,57779;-0,126335;-,164;-2304,39
;493;0,400079;0,00195934;0,885598;-0,00709012;-25,4342;-194,364;;;;493;0,962627;0,000667137;0,577816;-0,126316;-163,696;-2305,18
;494;0,399808;0,00195172;0,885912;-0,00704961;-25,3624;-194,364;;;;494;0,962532;0,000666786;0,577842;-0,126297;-163,681;-2305,97
;495;0,399537;0,00194414;0,886226;-0,00700934;-25,2909;-194,363;;;;495;0,962437;0,000666434;0,577867;-0,126278;-163,666;-2306,76
;496;0,399267;0,00193659;0,886538;-0,00696931;-25,2195;-194,363;;;;496;0,962342;0,000666082;0,577893;-0,126259;-163,652;-2307,56
;497;0,398999;0,00192909;0,886849;-0,00692952;-25,1484;-194,363;;;;497;0,962248;0,000665729;0,577919;-0,12624;-163,637;-2308,36
;498;0,398731;0,00192161;0,88716;-0,00688997;-25,0775;-194,363;;;;498;0,962153;0,000665375;0,577945;-0,126222;-163,622;-2309,16
;499;0,398465;0,00191418;0,887469;-0,00685065;-25,0068;-194,362;;;;499;0,962058;0,00066502;0,577971;-0,126203;-163,608;-2309,96
;500;0,398199;0,00190678;0,887778;-0,00681157;-24,9363;-194,362;;;;500;0,961964;0,000664665;0,577997;-0,126184;-163,593;-2310,77
;501;0,397935;0,00189942;0,888086;-0,00677272;-24,866;-194,362;;;;501;0,961869;0,00066431;0,578023;-0,126165;-163,579;-2311,58
;502;0,397671;0,00189209;0,888393;-0,00673409;-24,7959;-194,362;;;;502;0,961774;0,000663953;0,578049;-0,126146;-163,564;-2312,39
;503;0,397409;0,0018848;0,888699;-0,0066957;-24,7261;-194,361;;;;503;0,96168;0,000663596;0,578075;-0,126127;-163,549;-2313,2
;504;0,397147;0,00187755;0,889004;-0,00665754;-24,6564;-194,361;;;;504;0,961586;0,000663239;0,578101;-0,126108;-163,535;-2314,02
;505;0,396887;0,00187033;0,889308;-0,0066196;-24,587;-194,361;;;;505;0,961491;0,000662881;0,578127;-0,126089;-,164;-2314,84
;506;0,396627;0,00186314;0,889612;-0,00658189;-24,5178;-194,361;;;;506;0,961397;0,000662522;0,578153;-0,12607;-163,505;-2315,66
;507;0,396369;0,00185599;0,889914;-0,0065444;-24,4488;-,194;;;;507;0,961303;0,000662163;0,578179;-0,12605;-163,491;-2316,49
;508;0,396111;0,00184888;0,890216;-0,00650713;-24,3799;-,194;;;;508;0,961208;0,000661804;0,578206;-0,126031;-163,476;-2317,31
;509;0,395855;0,0018418;0,890517;-0,00647008;-24,3113;-,194;;;;509;0,961114;0,000661443;0,578232;-0,126012;-163,462;-2318,14
;510;0,395599;0,00183475;0,890817;-0,00643326;-24,2429;-,194;;;;510;0,96102;0,000661083;0,578258;-0,125993;-163,447;-2318,97
;511;0,395344;0,00182774;0,891116;-0,00639665;-24,1747;-194,359;;;;511;0,960926;0,000660722;0,578284;-0,125974;-163,432;-2319,8
;512;0,395091;0,00182076;0,891414;-0,00636026;-24,1067;-194,359;;;;512;0,960832;0,00066036;0,57831;-0,125955;-163,418;-2320,64
;513;0,394838;0,00181382;0,891712;-0,00632408;-24,0389;-194,359;;;;513;0,960738;0,000659998;0,578337;-0,125936;-163,403;-2321,48
;514;0,394586;0,0018069;0,892009;-0,00628812;-23,9714;-194,359;;;;514;0,960644;0,000659636;0,578363;-0,125917;-163,389;-2322,31
;515;0,394336;0,00180003;0,892304;-0,00625237;-23,904;-194,358;;;;515;0,96055;0,000659273;0,578389;-0,125897;-163,374;-2323,16
;516;0,394086;0,00179318;0,892599;-0,00621683;-23,8368;-194,358;;;;516;0,960457;0,00065891;0,578416;-0,125878;-,163;-2324
;517;0,393837;0,00178637;0,892893;-0,0061815;-23,7698;-194,358;;;;517;0,960363;0,000658546;0,578442;-0,125859;-163,345;-2324,85
;518;0,393589;0,00177959;0,893186;-0,00614638;-2,3703;-194,358;;;;518;0,960269;0,000658182;0,578469;-0,12584;-,163;-2325,69
;519;0,393342;0,00177284;0,893479;-0,00611146;-23,6364;-194,357;;;;519;0,960176;0,000657817;0,578495;-0,12582;-163,316;-2326,54
;520;0,393096;0,00176612;0,89377;-0,00607675;-23,57;-194,357;;;;520;0,960082;0,000657453;0,578521;-0,125801;-163,301;-2327,39
;521;0,392851;0,00175944;0,894061;-0,00604225;-23,5038;-194,357;;;;521;0,959988;0,000657087;0,578548;-0,125782;-163,287;-2328,25
;522;0,392607;0,00175279;0,894351;-0,00600795;-23,4379;-194,357;;;;522;0,959895;0,000656722;0,578574;-0,125763;-163,272;-2329,1
;523;0,392363;0,00174617;0,89464;-0,00597385;-23,3721;-194,357;;;;523;0,959802;0,000656356;0,578601;-0,125743;-163,258;-2329,96
;524;0,392121;0,00173958;0,894928;-0,00593996;-23,3065;-194,356;;;;524;0,959708;0,00065599;0,578627;-0,125724;-163,243;-2330,82
;525;0,391879;0,00173302;0,895216;-0,00590626;-23,241;-194,356;;;;525;0,959615;0,000655623;0,578654;-0,125705;-163,229;-2331,68
;526;0,391639;0,0017265;0,895503;-0,00587276;-23,1758;-194,356;;;;526;0,959522;0,000655256;0,57868;-0,125685;-163,214;-2332,54
;527;0,391399;0,00172;0,895788;-0,00583946;-23,1108;-194,356;;;;527;0,959428;0,000654889;0,578707;-0,125666;-163,199;-2333,41
;528;0,39116;0,00171354;0,896073;-0,00580635;-23,046;-194,355;;;;528;0,959335;0,000654522;0,578734;-0,125647;-163,185;-2334,28
;529;0,390923;0,0017071;0,896358;-0,00577344;-22,9814;-194,355;;;;529;0,959242;0,000654154;0,57876;-0,125627;-,163;-2335,14
;530;0,390686;0,0017007;0,896641;-0,00574073;-22,9169;-194,355;;;;530;0,959149;0,000653786;0,578787;-0,125608;-163,156;-2336,01
;531;0,390449;0,00169432;0,896924;-0,0057082;-22,8527;-194,355;;;;531;0,959056;0,000653418;0,578813;-0,125589;-163,141;-2336,89
;532;0,390214;0,00168798;0,897205;-0,00567587;-22,7886;-194,355;;;;532;0,958963;0,00065305;0,57884;-0,125569;-163,127;-2337,76
;533;0,38998;0,00168166;0,897486;-0,00564372;-22,7248;-194,354;;;;533;0,95887;0,000652681;0,578867;-0,12555;-163,112;-2338,63
;534;0,389746;0,00167538;0,897766;-0,00561177;-22,6611;-194,354;;;;534;0,958777;0,000652312;0,578893;-0,12553;-163,098;-2339,51
;535;0,389514;0,00166912;0,898046;-0,00558;-22,5976;-194,354;;;;535;0,958685;0,000651943;0,57892;-0,125511;-163,083;-2340,39
;536;0,389282;0,0016629;0,898324;-0,00554842;-22,5343;-194,354;;;;536;0,958592;0,000651573;0,578947;-0,125491;-163,069;-2341,27
;537;0,389051;0,0016567;0,898602;-0,00551702;-22,4712;-194,353;;;;537;0,958499;0,000651204;0,578974;-0,125472;-163,054;-2342,15
;538;0,388821;0,00165053;0,898879;-0,00548581;-22,4082;-194,353;;;;538;0,958406;0,000650834;0,579;-0,125453;-,163;-2343,03
;539;0,388592;0,00164439;0,899156;-0,00545478;-22,3455;-194,353;;;;539;0,958314;0,000650464;0,579027;-0,125433;-163,025;-2343,92
;540;0,388363;0,00163828;0,899431;-0,00542393;-22,2829;-194,353;;;;540;0,958221;0,000650094;0,579054;-0,125414;-163,011;-2344,8
;541;0,388136;0,0016322;0,899706;-0,00539327;-22,2206;-194,353;;;;541;0,958129;0,000649724;0,579081;-0,125394;-162,997;-2345,69
;542;0,387909;0,00162614;0,89998;-0,00536278;-22,1584;-194,352;;;;542;0,958036;0,000649353;0,579107;-0,125375;-162,982;-2346,58
;543;0,387683;0,00162011;0,900253;-0,00533247;-22,0964;-194,352;;;;543;0,957944;0,000648983;0,579134;-0,125355;-162,968;-2347,47
;544;0,387458;0,00161411;0,900525;-0,00530234;-22,0346;-194,352;;;;544;0,957852;0,000648612;0,579161;-0,125336;-162,953;-2348,36
;545;0,387234;0,00160814;0,900797;-0,00527239;-21,9729;-194,352;;;;545;0,95776;0,000648241;0,579188;-0,125316;-162,939;-2349,26
;546;0,387011;0,0016022;0,901067;-0,00524261;-21,9115;-194,352;;;;546;0,957667;0,00064787;0,579215;-0,125297;-162,924;-2350,15
;547;0,386788;0,00159628;0,901338;-0,005213;-21,8502;-194,351;;;;547;0,957575;0,000647499;0,579241;-0,125277;-,163;-2351,05
;548;0,386566;0,00159039;0,901607;-0,00518357;-21,7891;-194,351;;;;548;0,957483;0,000647128;0,579268;-0,125258;-162,895;-2351,94
;549;0,386345;0,00158453;0,901875;-0,00515431;-21,7282;-194,351;;;;549;0,957391;0,000646756;0,579295;-0,125238;-162,881;-2352,84
;550;0,386125;0,00157869;0,902143;-0,00512522;-21,6675;-194,351;;;;550;0,957299;0,000646385;0,579322;-0,125219;-162,866;-2353,74
;551;0,385906;0,00157289;0,90241;-0,0050963;-21,6069;-194,351;;;;551;0,957207;0,000646013;0,579349;-0,125199;-162,852;-2354,64
;552;0,385688;0,0015671;0,902676;-0,00506755;-21,5466;-194,351;;;;552;0,957115;0,000645642;0,579376;-0,12518;-162,838;-2355,55
;553;0,38547;0,00156135;0,902942;-0,00503897;-21,4864;-,194;;;;553;0,957023;0,00064527;0,579403;-0,12516;-162,823;-2356,45
;554;0,385253;0,00155562;0,903207;-0,00501055;-21,4263;-,194;;;;554;0,956932;0,000644898;0,57943;-0,125141;-162,809;-2357,36
;555;0,385037;0,00154991;0,903471;-0,0049823;-21,3665;-,194;;;;555;0,95684;0,000644527;0,579457;-0,125121;-162,794;-2358,26
;556;0,384821;0,00154424;0,903734;-0,00495421;-21,3068;-,194;;;;556;0,956748;0,000644155;0,579483;-0,125102;-,163;-2359,17
;557;0,384607;0,00153858;0,903996;-0,00492629;-21,2474;-,194;;;;557;0,956657;0,000643783;0,57951;-0,125082;-162,766;-2360,08
;558;0,384393;0,00153296;0,904258;-0,00489853;-21,188;-194,349;;;;558;0,956565;0,000643411;0,579537;-0,125063;-162,751;-2360,99
;559;0,38418;0,00152736;0,904519;-0,00487093;-21,1289;-194,349;;;;559;0,956473;0,000643039;0,579564;-0,125043;-162,737;-2361,9
;560;0,383968;0,00152178;0,90478;-0,0048435;-21,0699;-194,349;;;;560;0,956382;0,000642667;0,579591;-0,125023;-162,722;-2362,81
;561;0,383757;0,00151623;0,905039;-0,00481622;-21,0111;-194,349;;;;561;0,956291;0,000642295;0,579618;-0,125004;-162,708;-2363,72
;562;0,383546;0,00151071;0,905298;-0,0047891;-20,9525;-194,349;;;;562;0,956199;0,000641923;0,579645;-0,124984;-162,694;-2364,64
;563;0,383336;0,00150521;0,905556;-0,00476214;-20,8941;-194,348;;;;563;0,956108;0,000641551;0,579672;-0,124965;-162,679;-2365,55
;564;0,383127;0,00149973;0,905814;-0,00473534;-20,8358;-194,348;;;;564;0,956017;0,000641179;0,579699;-0,124945;-162,665;-2366,47
;565;0,382918;0,00149428;0,90607;-0,00470869;-20,7777;-194,348;;;;565;0,955925;0,000640807;0,579726;-0,124926;-162,651;-2367,39
;566;0,382711;0,00148885;0,906326;-0,0046822;-20,7198;-194,348;;;;566;0,955834;0,000640435;0,579753;-0,124906;-162,636;-2368,31
;567;0,382504;0,00148345;0,906581;-0,00465586;-20,7198;-194,348;;;;567;0,955743;0,000640063;0,57978;-0,124886;-162,622;-2369,22
;568;0,382298;0,00147807;0,906836;-0,00462967;-20,6044;-194,348;;;;568;0,955652;0,000639691;0,579807;-0,124867;-162,607;-2370,14
;569;0,382092;0,00147272;0,90709;-0,00460364;-20,547;-194,347;;;;569;0,955561;0,000639319;0,579834;-0,124847;-162,593;-2371,07
;570;0,381888;0,00146739;0,907343;-0,00457775;-20,4897;-194,347;;;;570;0,95547;0,000638947;0,579861;-0,124828;-162,579;-2371,99
;571;0,381684;0,00146208;0,907595;-0,00455202;-20,4326;-194,347;;;;571;0,955379;0,000638575;0,579888;-0,124808;-162,564;-2372,91
;572;0,38148;0,0014568;0,907847;-0,00452644;-20,3757;-194,347;;;;572;0,955289;0,000638204;0,579915;-0,124789;-,163;-2373,84
;573;0,381278;0,00145154;0,908098;-0,004501;-20,319;-194,347;;;;573;0,955198;0,000637832;0,579942;-0,124769;-162,536;-2374,76
;574;0,381076;0,0014463;0,908348;-0,00447571;-20,2624;-194,347;;;;574;0,955107;0,00063746;0,579969;-0,124749;-162,522;-2375,69
;575;0,380875;0,00144109;0,908598;-0,00445057;-20,2059;-194,346;;;;575;0,955016;0,000637089;0,579996;-0,12473;-162,507;-2376,61
;576;0,380675;0,0014359;0,908846;-0,00442558;-20,1497;-194,346;;;;576;0,954926;0,000636717;0,580024;-0,12471;-162,493;-2377,54
;577;0,380475;0,00143074;0,909095;-0,00440073;-20,0936;-194,346;;;;577;0,954835;0,000636345;0,580051;-0,124691;-162,479;-2378,47
;578;0,380276;0,00142559;0,909342;-0,00437602;-20,0377;-194,346;;;;578;0,954745;0,000635974;0,580078;-0,124671;-162,464;-2379,4
;579;0,380078;0,00142047;0,909589;-0,00435146;-19,9819;-194,346;;;;579;0,954654;0,000635603;0,580105;-0,124651;-,162;-2380,33
;580;0,379881;0,00141537;0,909835;-0,00432704;-19,9263;-194,346;;;;580;0,954564;0,000635232;0,580132;-0,124632;-162,436;-2381,26
;581;0,379684;0,0014103;0,91008;-0,00430276;-19,8709;-194,345;;;;581;0,954474;0,00063486;0,580159;-0,124612;-162,421;-2382,19
;582;0,379488;0,00140524;0,910325;-0,00427862;-19,8156;-194,345;;;;582;0,954383;0,000634489;0,580186;-0,124593;-162,407;-2383,12
;583;0,379293;0,00140021;0,910569;-0,00425462;-19,7605;-194,345;;;;583;0,954293;0,000634118;0,580213;-0,124573;-162,393;-2384,06
;584;0,379098;0,0013952;0,910812;-0,00423076;-19,7055;-194,345;;;;584;0,954203;0,000633748;0,58024;-0,124553;-162,379;-2384,99
;585;0,378904;0,00139022;0,911055;-0,00420703;-19,6507;-194,345;;;;585;0,954113;0,000633377;0,580267;-0,124534;-162,364;-2385,93
;586;0,378711;0,00138525;0,911297;-0,00418345;-19,5961;-194,345;;;;586;0,954023;0,000633006;0,580294;-0,124514;-,162;-2386,86
;587;0,378518;0,00138031;0,911538;-0,00416;-19,5416;-194,344;;;;587;0,953933;0,000632636;0,580321;-0,124495;-162,336;-2387,8
;588;0,378326;0,00137539;0,911779;-0,00413668;-19,4873;-194,344;;;;588;0,953843;0,000632265;0,580348;-0,124475;-162,322;-2388,74
;589;0,378135;0,00137049;0,912018;-0,00411351;-19,4331;-194,344;;;;589;0,953753;0,000631895;0,580375;-0,124455;-162,307;-2389,67
;590;0,377944;0,00136561;0,912258;-0,00409046;-19,3791;-194,344;;;;590;0,953663;0,000631525;0,580403;-0,124436;-162,293;-2390,61
;591;0,377754;0,00136075;0,912496;-0,00406755;-19,3253;-194,344;;;;591;0,953573;0,000631155;0,58043;-0,124416;-162,279;-2391,55
;592;0,377565;0,00135591;0,912734;-0,00404477;-19,2716;-194,344;;;;592;0,953483;0,000630785;0,580457;-0,124397;-162,265;-2392,49
;593;0,377377;0,0013511;0,912971;-0,00402212;-19,2181;-194,344;;;;593;0,953393;0,000630416;0,580484;-0,124377;-,162;-2393,43
