t	Ns	Ni	Dead_pi_0.0062	A	LogRS	Rt	DiscHealthCost	DiscTotalCost
12.7534	0.595321	74.	0.998466	0.000213168	2685.3	0.595096	0.0933385	1.09615
0.637676	12.7528	0.595096	75.	0.998433	0.000216103	2747.65	0.594873	0.092589
1.09529	0.645182	12.7522	0.594873	76.	0.998399	0.000219052	2810.86	0.594652
0.0918439	1.09444	0.652697	12.7514	0.594652	77.	0.998364	0.000222013	2874.93
0.594432	0.0911032	1.09359	0.660218	12.7506	0.594432	78.	0.998329	0.000224988
2939.86	0.594213	0.0903667	1.09275	0.667746	12.7496	0.594213	79.	0.998294
0.000227975	3005.66	0.593995	0.0896346	1.09191	0.675278	12.7486	0.593995	80.
0.998258	0.000230975	3072.32	0.593779	0.0889069	1.09108	0.682814	12.7474	0.593779
81.	0.998222	0.000233985	3139.86	0.593565	0.0881836	1.09025	0.690351	12.7461
0.593565	82.	0.998185	0.000237008	3208.28	0.593351	0.0874647	1.08942	0.69789
12.7448	0.593351	83.	0.998148	0.000240041	3277.57	0.593139	0.0867501	1.0886
0.705428	12.7433	0.593139	84.	0.998111	0.000243084	3347.75	0.592929	0.0860401
1.08779	0.712965	12.7418	0.592929	85.	0.998073	0.000246138	3418.81	0.59272
0.0853345	1.08698	0.720499	12.7401	0.59272	86.	0.998034	0.000249201	3490.76
0.592512	0.0846334	1.08618	0.728028	12.7383	0.592512	87.	0.997995	0.000252274
3563.6	0.592306	0.0839367	1.08538	0.735552	12.7364	0.592306	88.	0.997956
0.000255355	3637.34	0.592101	0.0832444	1.08459	0.743069	12.7344	0.592101	89.
0.997916	0.000258445	3711.97	0.591897	0.0825568	1.0838	0.750578	12.7323	0.591897
90.	0.997876	0.000261543	3787.5	0.591695	0.0818736	1.08301	0.758078	12.7301
0.591695	91.	0.997835	0.000264648	3863.94	0.591494	0.0811949	1.08223	0.765567
12.7277	0.591494	92.	0.997794	0.000267761	3941.27	0.591295	0.0805208	1.08146
0.773044	12.7253	0.591295	93.	0.997753	0.00027088	4019.51	0.591097	0.0798512
1.08069	0.780509	12.7227	0.591097	94.	0.997711	0.000274005	4098.66	0.5909
0.0791861	1.07993	0.787959	12.7201	0.5909	95.	0.997668	0.000277137	4178.72
0.590705	0.0785256	1.07917	0.795394	12.7173	0.590705	96.	0.997625	0.000280274
4259.69	0.590511	0.0778697	1.07841	0.802812	12.7143	0.590511	97.	0.997582
0.000283416	4341.57	0.590319	0.0772183	1.07767	0.810213	12.7113	0.590319	98.
0.997538	0.000286563	4424.36	0.590128	0.0765715	1.07692	0.817594	12.7082	0.590128
99.	0.997493	0.000289714	4508.07	0.589939	0.0759293	1.07618	0.824955	12.7049
0.589939	100.	0.997449	0.000292869	4592.69	0.589751	0.0752916	1.07545	0.832295
12.7015	0.589751	101.	0.997404	0.000296027	4678.24	0.589564	0.0746585	1.07472
0.839613	12.698	0.589564	102.	0.997358	0.000299188	4764.69	0.589379	0.0740301
1.07399	0.846907	12.6944	0.589379	103.	0.997312	0.000302352	4852.07	0.589195
0.0734062	1.07327	0.854176	12.6906	0.589195	104.	0.997265	0.000305518	4940.37
0.589013	0.0727869	1.07256	0.861419	12.6867	0.589013	105.	0.997218	0.000308686
5029.59	0.588832	0.0721722	1.07185	0.868635	12.6827	0.588832	106.	0.997171
0.000311855	5119.73	0.588652	0.0715621	1.07115	0.875824	12.6786	0.588652	107.
0.997123	0.000315025	5210.78	0.588474	0.0709567	1.07045	0.882983	12.6743	0.588474
108.	0.997074	0.000318195	5302.76	0.588297	0.0703558	1.06975	0.890112	12.6699
0.588297	109.	0.997025	0.000321366	5395.66	0.588122	0.0697595	1.06906	0.89721
12.6654	0.588122	110.	0.996976	0.000324536	5489.49	0.587948	0.0691678	1.06838
0.904275	12.6608	0.587948	111.	0.996926	0.000327706	5584.23	0.587775	0.0685808
1.0677	0.911307	12.656	0.587775	112.	0.996876	0.000330874	5679.89	0.587604
0.0679983	1.06702	0.918306	12.6511	0.587604	113.	0.996825	0.000334042	5776.48
0.587434	0.0674204	1.06635	0.925268	12.6461	0.587434	114.	0.996774	0.000337207
5873.98	0.587266	0.0668472	1.06568	0.932195	12.641	0.587266	115.	0.996723
0.00034037	5972.4	0.587099	0.0662785	1.06502	0.939085	12.6357	0.587099	116.
0.996671	0.00034353	6071.74	0.586933	0.0657144	1.06437	0.945936	12.6303	0.586933
117.	0.996618	0.000346687	6172.	0.586769	0.0651549	1.06371	0.952749	12.6248
0.586769	118.	0.996565	0.000349841	6273.18	0.586606	0.0646	1.06307	0.959521
12.6191	0.586606	119.	0.996512	0.000352991	6375.27	0.586445	0.0640496	1.06243
0.966253	12.6133	0.586445	120.	0.996458	0.000356137	6478.28	0.586285	0.0635039
1.06179	0.972943	12.6074	0.586285	121.	0.996404	0.000359278	6582.2	0.586126
0.0629627	1.06116	0.979591	12.6013	0.586126	122.	0.996349	0.000362415	6687.03
0.585969	0.062426	1.06053	0.986195	12.5951	0.585969	123.	0.996294	0.000365546
6792.77	0.585813	0.0618939	1.05991	0.992755	12.5888	0.585813	124.	0.996239
0.000368671	6899.42	0.585659	0.0613664	1.05929	0.99927	12.5823	0.585659	125.
0.996183	0.000371791	7006.98	0.585506	0.0608434	1.05868	1.00574	12.5757	0.585506
126.	0.996126	0.000374904	7115.44	0.585354	0.0603248	1.05807	1.01216	12.569
0.585354	127.	0.996069	0.000378011	7224.81	0.585204	0.0598109	1.05746	1.01854
12.5622	0.585204	128.	0.996012	0.00038111	7335.07	0.585054	0.0593015	1.05686
1.02487	12.5552	0.585054	129.	0.995954	0.000384202	7446.24	0.584907	0.0587965
1.05627	1.03115	12.5481	0.584907	130.	0.995896	0.000387287	7558.31	0.58476
0.058296	1.05568	1.03738	12.5408	0.58476	131.	0.995837	0.000390363	7671.27
0.584615	0.0578001	1.05509	1.04356	12.5334	0.584615	132.	0.995778	0.000393431
7785.12	0.584472	0.0573086	1.05451	1.04968	12.5259	0.584472	133.	0.995719
0.000396491	7899.86	0.584329	0.0568216	1.05394	1.05576	12.5183	0.584329	134.
0.995659	0.000399541	8015.49	0.584189	0.056339	1.05336	1.06179	12.5105	0.584189
135.	0.995599	0.000402582	8132.	0.584049	0.0558608	1.0528	1.06776	12.5026
0.584049	136.	0.995538	0.000405614	8249.4	0.583911	0.0553871	1.05223	1.07368
12.4945	0.583911	137.	0.995477	0.000408635	8367.68	0.583774	0.0549178	1.05168
1.07955	12.4863	0.583774	138.	0.995415	0.000411647	8486.83	0.583638	0.0544529
1.05112	1.08536	12.478	0.583638	139.	0.995353	0.000414648	8606.85	0.583503
0.0539924	1.05057	1.09112	12.4696	0.583503	140.	0.995291	0.000417638	8727.75
0.58337	0.0535363	1.05003	1.09682	12.461	0.58337	141.	0.995228	0.000420617
8849.51	0.583239	0.0530845	1.04949	1.10247	12.4523	0.583239	142.	0.995164
0.000423585	8972.14	0.583108	0.0526371	1.04895	1.10806	12.4435	0.583108	143.
0.995101	0.000426541	9095.63	0.582979	0.052194	1.04842	1.1136	12.4345	0.582979
144.	0.995037	0.000429486	9219.97	0.582851	0.0517552	1.04789	1.11907	12.4254
0.582851	145.	0.994972	0.000432418	9345.17	0.582725	0.0513208	1.04737	1.12449
12.4162	0.582725	146.	0.994907	0.000435338	9471.22	0.582599	0.0508906	1.04685
1.12986	12.4069	0.582599	147.	0.994842	0.000438245	9598.11	0.582475	0.0504647
1.04633	1.13516	12.3974	0.582475	148.	0.994776	0.000441139	9725.85	0.582352
0.0500431	1.04582	1.1404	12.3878	0.582352	149.	0.99471	0.000444021	9854.42
0.582231	0.0496257	1.04532	1.14559	12.378	0.582231	150.	0.994644	0.000446889
9983.83	0.582111	0.0492125	1.04482	1.15072	12.3682	0.582111	151.	0.994577
0.000449743	10114.1	0.581992	0.0488036	1.04432	1.15579	12.3582	0.581992	152.
0.994509	0.000452584	10245.1	0.581874	0.0483988	1.04383	1.16079	12.348	0.581874
153.	0.994442	0.00045541	10377.	0.581757	0.0479982	1.04334	1.16574	12.3378
0.581757	154.	0.994374	0.000458222	10509.8	0.581642	0.0476018	1.04285	1.17063
12.3274	0.581642	155.	0.994305	0.00046102	10643.3	0.581528	0.0472095	1.04237
1.17546	12.3169	0.581528	156.	0.994236	0.000463804	10777.6	0.581415	0.0468213
1.04189	1.18022	12.3063	0.581415	157.	0.994167	0.000466572	10912.8	0.581303
0.0464373	1.04142	1.18493	12.2956	0.581303	158.	0.994098	0.000469325	11048.7
0.581193	0.0460573	1.04095	1.18957	12.2847	0.581193	159.	0.994028	0.000472063
11185.5	0.581084	0.0456814	1.04049	1.19415	12.2737	0.581084	160.	0.993957
0.000474786	11323.	0.580976	0.0453095	1.04003	1.19867	12.2626	0.580976	161.
0.993887	0.000477493	11461.3	0.580869	0.0449417	1.03957	1.20313	12.2513	0.580869
162.	0.993815	0.000480185	11600.4	0.580763	0.0445779	1.03912	1.20753	12.24
0.580763	163.	0.993744	0.00048286	11740.3	0.580659	0.044218	1.03867	1.21187
12.2285	0.580659	164.	0.993672	0.00048552	11881.	0.580555	0.0438622	1.03823
1.21614	12.2169	0.580555	165.	0.9936	0.000488163	12022.4	0.580453	0.0435103
1.03779	1.22035	12.2052	0.580453	166.	0.993527	0.00049079	12164.6	0.580352
0.0431623	1.03735	1.2245	12.1934	0.580352	167.	0.993454	0.000493401	12307.6
0.580252	0.0428182	1.03692	1.22859	12.1814	0.580252	168.	0.993381	0.000495994
12451.3	0.580154	0.0424781	1.03649	1.23261	12.1693	0.580154	169.	0.993308
0.000498571	12595.8	0.580056	0.0421418	1.03606	1.23657	12.1571	0.580056	170.
0.993234	0.000501131	12741.	0.57996	0.0418093	1.03564	1.24047	12.1448	0.57996
171.	0.993159	0.000503674	12886.9	0.579865	0.0414807	1.03522	1.24431	12.1324
0.579865	172.	0.993085	0.0005062	13033.6	0.57977	0.0411559	1.03481	1.24809
12.1199	0.57977	173.	0.99301	0.000508708	13181.	0.579677	0.0408349	1.0344
1.2518	12.1073	0.579677	174.	0.992934	0.0005112	13329.2	0.579585	0.0405176
1.03399	1.25545	12.0945	0.579585	175.	0.992859	0.000513673	13478.1	0.579495
0.0402041	1.03359	1.25904	12.0816	0.579495	176.	0.992783	0.000516129	13627.6
0.579405	0.0398943	1.03319	1.26257	12.0687	0.579405	177.	0.992706	0.000518567
13777.9	0.579316	0.0395883	1.03279	1.26603	12.0556	0.579316	178.	0.99263
0.000520988	13929.	0.579229	0.0392859	1.0324	1.26943	12.0424	0.579229	179.
0.992553	0.000523391	14080.7	0.579142	0.0389871	1.03201	1.27277	12.0291	0.579142
180.	0.992475	0.000525775	14233.1	0.579057	0.038692	1.03163	1.27605	12.0157
0.579057	181.	0.992398	0.000528142	14386.1	0.578972	0.0384006	1.03125	1.27927
12.0021	0.578972	182.	0.99232	0.00053049	14539.9	0.578889	0.0381127	1.03087
1.28243	11.9885	0.578889	183.	0.992241	0.000532821	14694.4	0.578807	0.0378283
1.0305	1.28552	11.9748	0.578807	184.	0.992163	0.000535133	14849.5	0.578725
0.0375476	1.03012	1.28856	11.961	0.578725	185.	0.992084	0.000537427	15005.3
0.578645	0.0372704	1.02976	1.29153	11.947	0.578645	186.	0.992005	0.000539702
15161.8	0.578566	0.0369966	1.02939	1.29444	11.933	0.578566	187.	0.991925
0.000541959	15318.9	0.578488	0.0367264	1.02903	1.29729	11.9189	0.578488	188.
0.991845	0.000544197	15476.7	0.578411	0.0364596	1.02867	1.30009	11.9046	0.578411
189.	0.991765	0.000546417	15635.1	0.578334	0.0361963	1.02832	1.30282	11.8903
0.578334	190.	0.991685	0.000548619	15794.1	0.578259	0.0359364	1.02797	1.30549
11.8759	0.578259	191.	0.991604	0.000550802	15953.8	0.578185	0.0356799	1.02762
1.3081	11.8614	0.578185	192.	0.991523	0.000552966	16114.2	0.578112	0.0354267
1.02728	1.31065	11.8467	0.578112	193.	0.991442	0.000555112	16275.1	0.57804
0.0351769	1.02694	1.31314	11.832	0.57804	194.	0.99136	0.000557238	16436.7
0.577969	0.0349305	1.0266	1.31558	11.8172	0.577969	195.	0.991278	0.000559347
16598.9	0.577898	0.0346873	1.02627	1.31795	11.8023	0.577898	196.	0.991196
0.000561436	16761.7	0.577829	0.0344474	1.02594	1.32027	11.7873	0.577829	197.
0.991114	0.000563507	16925.1	0.577761	0.0342108	1.02561	1.32253	11.7722	0.577761
198.	0.991031	0.000565559	17089.1	0.577693	0.0339774	1.02528	1.32473	11.7571
0.577693	199.	0.990948	0.000567592	17253.7	0.577627	0.0337473	1.02496	1.32687
11.7418	0.577627	200.	0.990865	0.000569607	17418.9	0.577561	0.0335203	1.02464
1.32896	11.7264	0.577561	201.	0.990781	0.000571603	17584.7	0.577497	0.0332965
1.02433	1.33098	11.711	0.577497	202.	0.990698	0.00057358	17751.	0.577433
0.0330759	1.02401	1.33296	11.6955	0.577433	203.	0.990614	0.000575538	17917.9
0.57737	0.0328583	1.0237	1.33487	11.6799	0.57737	204.	0.990529	0.000577478
18085.4	0.577308	0.0326439	1.0234	1.33673	11.6642	0.577308	205.	0.990445
0.000579398	18253.5	0.577247	0.0324326	1.02309	1.33853	11.6484	0.577247	206.
0.99036	0.000581301	18422.1	0.577187	0.0322243	1.02279	1.34028	11.6326	0.577187
207.	0.990275	0.000583184	18591.2	0.577128	0.0320191	1.0225	1.34197	11.6166
0.577128	208.	0.990189	0.000585049	18760.9	0.577069	0.0318168	1.0222	1.34361
11.6006	0.577069	209.	0.990104	0.000586895	18931.1	0.577012	0.0316176	1.02191
1.3452	11.5845	0.577012	210.	0.990018	0.000588723	19101.9	0.576955	0.0314213
1.02162	1.34673	11.5683	0.576955	211.	0.989932	0.000590532	19273.2	0.5769
0.031228	1.02133	1.3482	11.5521	0.5769	212.	0.989846	0.000592322	19445.
0.576845	0.0310376	1.02105	1.34962	11.5358	0.576845	213.	0.989759	0.000594094
19617.3	0.576791	0.0308501	1.02077	1.35099	11.5194	0.576791	214.	0.989673
0.000595848	19790.2	0.576737	0.0306655	1.02049	1.35231	11.5029	0.576737	215.
0.989586	0.000597583	19963.5	0.576685	0.0304837	1.02022	1.35358	11.4864	0.576685
216.	0.989498	0.000599299	20137.4	0.576633	0.0303048	1.01994	1.35479	11.4697
0.576633	217.	0.989411	0.000600998	20311.8	0.576583	0.0301287	1.01967	1.35595
11.4531	0.576583	218.	0.989323	0.000602678	20486.6	0.576533	0.0299554	1.01941
1.35706	11.4363	0.576533	219.	0.989235	0.000604339	20661.9	0.576483	0.0297848
1.01914	1.35812	11.4195	0.576483	220.	0.989147	0.000605983	20837.7	0.576435
0.029617	1.01888	1.35913	11.4026	0.576435	221.	0.989059	0.000607608	21014.
0.576388	0.0294519	1.01862	1.36009	11.3856	0.576388	222.	0.98897	0.000609216
21190.8	0.576341	0.0292896	1.01837	1.361	11.3686	0.576341	223.	0.988882
0.000610805	21368.	0.576295	0.0291299	1.01811	1.36186	11.3515	0.576295	224.
0.988793	0.000612376	21545.7	0.576249	0.0289728	1.01786	1.36268	11.3344	0.576249
225.	0.988704	0.00061393	21723.8	0.576205	0.0288184	1.01761	1.36344	11.3171
0.576205	226.	0.988614	0.000615466	21902.4	0.576161	0.0286667	1.01736	1.36416
11.2999	0.576161	227.	0.988525	0.000616984	22081.4	0.576118	0.0285175	1.01712
1.36483	11.2825	0.576118	228.	0.988435	0.000618484	22260.9	0.576076	0.0283709
1.01688	1.36545	11.2651	0.576076	229.	0.988345	0.000619966	22440.8	0.576035
0.0282268	1.01664	1.36603	11.2477	0.576035	230.	0.988255	0.000621431	22621.1
0.575994	0.0280853	1.0164	1.36656	11.2302	0.575994	231.	0.988165	0.000622879
22801.8	0.575954	0.0279463	1.01617	1.36704	11.2126	0.575954	232.	0.988074
0.000624309	22983.	0.575914	0.0278098	1.01594	1.36748	11.195	0.575914	233.
0.987983	0.000625722	23164.6	0.575876	0.0276757	1.01571	1.36787	11.1773	0.575876
234.	0.987892	0.000627117	23346.5	0.575838	0.0275441	1.01548	1.36822	11.1596
0.575838	235.	0.987801	0.000628496	23528.9	0.575801	0.0274149	1.01526	1.36853
11.1418	0.575801	236.	0.98771	0.000629857	23711.7	0.575764	0.0272882	1.01503
1.36879	11.124	0.575764	237.	0.987619	0.000631201	23894.9	0.575728	0.0271638
1.01481	1.36901	11.1061	0.575728	238.	0.987527	0.000632529	24078.5	0.575693
0.0270417	1.0146	1.36918	11.0882	0.575693	239.	0.987435	0.000633839	24262.4
0.575659	0.0269221	1.01438	1.36931	11.0702	0.575659	240.	0.987343	0.000635133
24446.7	0.575625	0.0268047	1.01417	1.36941	11.0521	0.575625	241.	0.987251
0.00063641	24631.4	0.575592	0.0266897	1.01396	1.36946	11.0341	0.575592	242.
0.987159	0.00063767	24816.5	0.57556	0.0265769	1.01375	1.36946	11.0159	0.57556
243.	0.987067	0.000638914	25001.9	0.575528	0.0264664	1.01354	1.36943	10.9978
0.575528	244.	0.986974	0.000640142	25187.7	0.575497	0.0263581	1.01333	1.36936
10.9796	0.575497	245.	0.986881	0.000641353	25373.9	0.575466	0.0262521	1.01313
1.36925	10.9613	0.575466	246.	0.986788	0.000642548	25560.4	0.575436	0.0261483
1.01293	1.36909	10.943	0.575436	247.	0.986695	0.000643727	25747.2	0.575407
0.0260466	1.01273	1.3689	10.9247	0.575407	248.	0.986602	0.00064489	25934.4
0.575378	0.0259472	1.01254	1.36867	10.9063	0.575378	249.	0.986509	0.000646037
26121.9	0.57535	0.0258498	1.01234	1.36841	10.8879	0.57535	250.	0.986415
0.000647169	26309.8	0.575323	0.0257546	1.01215	1.3681	10.8694	0.575323	251.
0.986322	0.000648284	26497.9	0.575296	0.0256615	1.01196	1.36776	10.8509	0.575296
252.	0.986228	0.000649384	26686.4	0.57527	0.0255705	1.01177	1.36738	10.8324
0.57527	253.	0.986134	0.000650468	26875.2	0.575244	0.0254816	1.01159	1.36696
10.8138	0.575244	254.	0.98604	0.000651537	27064.4	0.575219	0.0253947	1.0114
1.36651	10.7952	0.575219	255.	0.985946	0.00065259	27253.8	0.575195	0.0253098
1.01122	1.36602	10.7766	0.575195	256.	0.985851	0.000653629	27443.5	0.575171
0.025227	1.01104	1.3655	10.7579	0.575171	257.	0.985757	0.000654652	27633.6
0.575148	0.0251461	1.01086	1.36494	10.7392	0.575148	258.	0.985662	0.00065566
27823.9	0.575125	0.0250672	1.01068	1.36435	10.7205	0.575125	259.	0.985568
0.000656653	28014.5	0.575103	0.0249903	1.01051	1.36372	10.7018	0.575103	260.
0.985473	0.000657631	28205.4	0.575082	0.0249153	1.01033	1.36306	10.683	0.575082
261.	0.985378	0.000658595	28396.6	0.575061	0.0248423	1.01016	1.36237	10.6641
0.575061	262.	0.985283	0.000659544	28588.1	0.57504	0.0247711	1.00999	1.36165
10.6453	0.57504	263.	0.985187	0.000660478	28779.9	0.57502	0.0247018	1.00983
1.36089	10.6264	0.57502	264.	0.985092	0.000661398	28971.9	0.575001	0.0246344
1.00966	1.3601	10.6075	0.575001	265.	0.984997	0.000662304	29164.1	0.574982
0.0245689	1.0095	1.35928	10.5886	0.574982	266.	0.984901	0.000663195	29356.7
0.574964	0.0245052	1.00933	1.35842	10.5696	0.574964	267.	0.984805	0.000664072
29549.5	0.574946	0.0244432	1.00917	1.35754	10.5506	0.574946	268.	0.98471
0.000664936	29742.5	0.574929	0.0243831	1.00901	1.35663	10.5316	0.574929	269.
0.984614	0.000665785	29935.8	0.574912	0.0243248	1.00886	1.35568	10.5126	0.574912
270.	0.984518	0.000666621	30129.4	0.574896	0.0242682	1.0087	1.35471	10.4936
0.574896	271.	0.984421	0.000667443	30323.1	0.57488	0.0242134	1.00855	1.35371
10.4745	0.57488	272.	0.984325	0.000668251	30517.2	0.574865	0.0241603	1.0084
1.35267	10.4554	0.574865	273.	0.984229	0.000669046	30711.4	0.57485	0.0241089
1.00825	1.35161	10.4363	0.57485	274.	0.984133	0.000669827	30905.9	0.574835
0.0240592	1.0081	1.35053	10.4172	0.574835	275.	0.984036	0.000670595	31100.6
0.574822	0.0240112	1.00795	1.34941	10.398	0.574822	276.	0.983939	0.00067135
31295.5	0.574808	0.0239649	1.0078	1.34827	10.3789	0.574808	277.	0.983843
0.000672092	31490.7	0.574795	0.0239202	1.00766	1.3471	10.3597	0.574795	278.
0.983746	0.000672821	31686.	0.574783	0.0238771	1.00752	1.3459	10.3405	0.574783
279.	0.983649	0.000673538	31881.6	0.574771	0.0238357	1.00738	1.34468	10.3213
