R;Laissez-faire;t;Ns;Ni;a_t;u_t;Lambda_s;Lambda_i;;;Optimal-policy;t;Ns;Ni;a_t;u_t;Lambda_s;Lambda_i
;;0;0,9999223;0,0000527;0,997874075;-2,26299E-06;-102,859;-194,343;;;;0;0,9999223;0,0000527;0,614912367;-0,101187881;-165,651;-21985,5
;;1;0,999895251;7,10E-05;0,997528127;-3,08232E-06;-103,0596228;-194,347075;;;;1;0,999913371;5,40E-05;0,6147608;-0,101282843;-165,6838834;-21495,27402
;;2;0,999858896;9,55E-05;0,996684877;-5,54676E-06;-103,259795;-194,3517825;;;;2;0,999904231;5,53E-05;0,614458103;-0,101472646;-165,7164899;-21019,44626
;;3;0,999810106;0,000128433;0,995560387;-9,955E-06;-103,4592324;-194,3572188;;;;3;0,999894876;5,67E-05;0,614156089;-0,101662265;-165,7488196;-20557,5297
;;4;0,999744756;0,000172444;0,994065939;-1,78006E-05;-103,6575594;-194,363494;;;;4;0,999885302;5,81E-05;0,613854821;-0,101851658;-165,7808725;-20109,05419
;;5;0,999657447;0,000231126;0,992088465;-3,16797E-05;-103,8542841;-194,3707323;;;;5;0,999875506;5,95E-05;0,613554306;-0,102040817;-165,8126487;-19673,57272
;;6;0,999541191;0,000309058;0,989486947;-5,60287E-05;-104,0487677;-194,3790726;;;;6;0,999865484;6,09E-05;0,613254548;-0,102229737;-165,8441482;-19250,65336
;;7;0,999387064;0,000412017;0,986089919;-9,82916E-05;-104,2401906;-194,3886675;;;;7;0,999855234;6,23E-05;0,61295556;-0,102418411;-165,8753711;-18839,88013
;;8;0,999183863;0,000547137;0,981696343;-0,00017065;-104,4275175;-194,3996804;;;;8;0,999844751;6,38E-05;0,612657353;-0,10260683;-165,9063175;-18440,85233
;;9;0,998917846;0,000722973;0,97608206;-0,000292416;-104,6094664;-194,4122792;;;;9;0,999834031;6,53E-05;0,612359937;-0,102794984;-165,9369875;-18053,184
;;10;0,998572624;0,000949405;0,969014259;-0,000492959;-104,7844886;-194,426627;;;;10;0,999823072;6,68E-05;0,612063324;-0,102982865;-165,9673813;-17676,50276
;;11;0,998129338;0,001237297;0,960275859;-0,000814735;-104,95077;-194,4428665;;;;11;0,999811869;6,84E-05;0,611767531;-0,103170461;-165,9974989;-17310,4501
;;12;0,997567224;0,001597832;0,949699042;-0,001315323;-105,1062637;-194,4611009;;;;12;0,99980042;6,99E-05;0,611472565;-0,103357765;-166,0273406;-16954,6813
;;13;0,99686461;0,002041538;0,937202976;-0,002066952;-105,2487609;-194,4813719;;;;13;0,99978872;7,15E-05;0,611178431;-0,103544772;-166,0569065;-16608,86339
;;14;0,996000301;0,00257708;0,922826609;-0,003151933;-105,3759988;-194,5036395;;;;14;0,999776766;7,32E-05;0,610885145;-0,103731471;-166,0861968;-16272,67541
;;15;0,994955158;0,003210036;0,906745015;-0,004653393;-105,4857956;-194,5277676;;;;15;0,999764555;7,48E-05;0,610592717;-0,103917853;-166,1152116;-15945,80799
;;16;0,9937136;0,00394191;0,889261465;-0,006642639;-105,57619;-194,553522;;;;16;0,999752082;7,65E-05;0,610301158;-0,10410391;-166,1439513;-15627,96285
;;17;0,992264725;0,004769637;0,870774304;-0,009166296;-105,6455627;-194,5805817;;;;17;0,999739345;7,82E-05;0,610010478;-0,104289632;-166,1724159;-15318,85234
;;18;0,990602875;0,00568567;0,851728285;-0,01223715;-105,6927185;-194,608561;;;;18;0,999726339;7,99E-05;0,60972069;-0,104475011;-166,2006058;-15018,19905
;;19;0,988727596;0,006678621;0,832562873;-0,015831339;-105,7169209;-194,6370398;;;;19;0,999713061;8,16E-05;0,609431803;-0,104660039;-166,2285213;-14725,73539
;;20;0,986643105;0,007734274;0,813670511;-0,019892175;-105,7178812;-194,6655927;;;;20;0,999699508;8,34E-05;0,609143829;-0,104844705;-166,2561625;-14441,20326
;;21;0,984357446;0,008836749;0,795370994;-0,02433876;-105,6957132;-194,6938151;;;;21;0,999685675;8,52E-05;0,608856778;-0,105029002;-166,2835298;-14164,35362
;;22;0,98188153;0,009969617;0,777902344;-0,02907652;-105,6508686;-194,7213408;;;;22;0,99967156;8,70E-05;0,608570661;-0,10521292;-166,3106235;-13894,94617
;;23;0,979228206;0,011116844;0,761424024;-0,034007192;-105,5840635;-194,7478525;;;;23;0,999657158;8,88E-05;0,608285488;-0,105396451;-166,3374438;-13632,74902
;;24;0,976411443;0,012263491;0,746027805;-0,039036677;-105,4962088;-194,7730847;;;;24;0,999642467;9,07E-05;0,608001272;-0,105579586;-166,3639912;-13377,53837
;;25;0,973445689;0,013396172;0,731752191;-0,044080185;-105,3883478;-194,7968218;;;;25;0,999627483;9,26E-05;0,607718021;-0,105762316;-166,3902659;-13129,09821
;;26;0,970345361;0,014503312;0,718594815;-0,049065297;-105,2616036;-194,8188928;;;;26;0,999612201;9,45E-05;0,607435746;-0,105944632;-166,4162684;-12887,21997
;;27;0,967124506;0,01557523;0,706526012;-0,053932447;-105,1171385;-194,8391643;;;;27;0,999596619;9,65E-05;0,607154459;-0,106126525;-166,4419989;-12651,70234
;;28;0,963796555;0,016604107;0,695497052;-0,058635144;-104,9561217;-194,8575321;;;;28;0,999580734;9,84E-05;0,606874169;-0,106307987;-166,467458;-12422,35088
;;29;0,960374178;0,017583871;0,685448384;-0,063138617;-104,7797055;-194,8739138;;;;29;0,999564541;0,000100413;0,606594887;-0,106489008;-166,4926459;-12198,97785
;;30;0,956869221;0,018510034;0,676316084;-0,067417706;-104,5890108;-194,8882409;;;;30;0,999548037;0,000102429;0,606316623;-0,106669581;-166,5175631;-11981,40191
;;31;0,953292659;0,019379512;0,668033765;-0,071456116;-104,3851148;-194,9004522;;;;31;0,999531219;0,000104469;0,606039387;-0,106849695;-166,5422101;-11769,44792
;;32;0,949654608;0,020190434;0,660536072;-0,075244461;-104,1690443;-194,9104868;;;;32;0,999514082;0,000106534;0,60576319;-0,107029344;-166,5665872;-11562,94665
;;33;0,945964347;0,020941958;0,653760191;-0,078778958;-103,941772;-194,9182786;;;;33;0,999496625;0,000108623;0,60548804;-0,107208517;-166,590695;-11361,73464
;;34;0,94223035;0,021634102;0,647646714;-0,082060051;-103,7042145;-194,9237509;;;;34;0,999478843;0,000110736;0,605213949;-0,107387206;-166,614534;-11165,6539
;;35;0,938460341;0,022267584;0,642140195;-0,085091629;-103,4572322;-194,9268107;;;;35;0,999460734;0,000112874;0,604940926;-0,107565403;-166,6381045;-10974,55177
;;36;0,934661334;0,022843683;0,637189375;-0,087880064;-103,2016309;-194,9273437;;;;36;0,999442293;0,000115036;0,604668981;-0,107743099;-166,6614072;-10788,28072
;;37;0,930839689;0,023364118;0,632747139;-0,090433478;-102,9381629;-194,9252091;;;;37;0,999423517;0,000117222;0,604398123;-0,107920285;-166,6844425;-10606,6981
;;38;0,927001159;0,023830947;0,628770218;-0,092761186;-102,6675298;-194,9202343;;;;38;0,999404403;0,000119433;0,604128362;-0,108096954;-166,707211;-10429,66606
;;39;0,923150936;0,024246471;0,625219311;-0,094873367;-102,3903848;-194,9122087;;;;39;0,999384948;0,000121666;0,603859708;-0,108273096;-166,7297132;-10257,05129
;;40;0,919293701;0,024613165;0,622058589;-0,096780596;-102,1073357;-194,9008774;;;;40;0,999365149;0,000123924;0,60359217;-0,108448703;-166,7519497;-10088,72488
;;41;0,915433661;0,024933615;0,61925551;-0,098493624;-101,8189475;-194,8859345;;;;41;0,999345002;0,000126205;0,603325756;-0,108623766;-166,773921;-9924,56219
;;42;0,91157459;0,025210463;0,616780548;-0,100023171;-101,5257453;-194,8670147;;;;42;0,999324503;0,000128509;0,603060477;-0,108798279;-166,7956278;-9764,442656
;;43;0,907719868;0,025446373;0,614607212;-0,101379648;-101,2282175;-194,8436852;;;;43;0,999303651;0,000130837;0,602796341;-0,108972231;-166,8170707;-9608,249665
;;44;0,903872493;0,025643991;0,612710167;-0,102573744;-100,9268166;-194,8154313;;;;44;0,999282442;0,000133188;0,602533357;-0,109145616;-166,8382503;-9455,870404
;;45;0,900035149;0,025805926;0,611068898;-0,103614677;-100,621965;-194,7816519;;;;45;0,999260872;0,000135561;0,602271534;-0,109318424;-166,8591671;-9307,195727
;;46;0,896210203;0,025934725;0,609663068;-0,104512035;-100,3140552;-194,7416404;;;;46;0,999238939;0,000137957;0,602010881;-0,109490648;-166,879822;-9162,120026
;;47;0,89239974;0,026032865;0,608475119;-0,105274505;-100,0034528;-194,6945725;;;;47;0,99921664;0,000140376;0,601751405;-0,10966228;-166,9002154;-9020,541098
;;48;0,888605579;0,026102736;0,60748867;-0,105910546;-99,69049863;-194,6394847;;;;48;0,999193971;0,000142817;0,601493117;-0,109833312;-166,9203481;-8882,360032
;;49;0,884829286;0,026146636;0,606689084;-0,106428001;-99,3755103;-194,5752531;;;;49;0,99917093;0,00014528;0,601236022;-0,110003735;-166,9402208;-8747,481087
;;50;0,881072207;0,026166774;0,606063748;-0,106833894;-99,0587855;-194,5005725;;;;50;0,999147514;0,000147765;0,600980131;-0,110173543;-166,9598342;-8615,811581
;;51;0,877335471;0,026165262;0,605601379;-0,107134703;-98,74060367;-194,4139284;;;;51;0,99912372;0,000150271;0,600725451;-0,110342727;-166,979189;-8487,261786
;;52;0,873620007;0,02614412;0,605291829;-0,107336415;-98,42122769;-194,3135633;;;;52;0,999099545;0,000152798;0,60047199;-0,110511281;-166,9982859;-8361,744821
;;53;0,869926548;0,026105279;0,605126342;-0,107444353;-98,10090589;-194,1974406;;;;53;0,999074986;0,000155347;0,600219755;-0,110679195;-167,0171257;-8239,176553
;;54;0,866255644;0,026050586;0,605097497;-0,107463176;-97,7798741;-194,0631996;;;;54;0,999050041;0,000157917;0,599968754;-0,110846463;-167,035709;-8119,475502
;;55;0,862607666;0,025981807;0,605199022;-0,107396937;-97,4583574;-193,9081079;;;;55;0,999024706;0,000160507;0,599718996;-0,111013077;-167,0540368;-8002,56275
;;56;0,858982805;0,025900641;0,605425881;-0,107249024;-97,13657203;-193,7290045;;;;56;0,99899898;0,000163117;0,599470486;-0,11117903;-167,0721097;-7888,361847
;;57;0,855381079;0,025808723;0,605774304;-0,107022121;-96,81472743;-193,5222322;;;;57;0,998972859;0,000165748;0,599223232;-0,111344315;-167,0899285;-7776,798734
;;58;0,851802326;0,025707636;0,606241791;-0,1067182;-96,4930282;-193,283562;;;;58;0,998946342;0,000168398;0,598977241;-0,111508924;-167,1074941;-7667,801651
;;59;0,848246204;0,025598922;0,606827175;-0,106338471;-96,17167625;-193,0081043;;;;59;0,998919425;0,000171068;0,598732521;-0,111672851;-167,1248072;-7561,301064
;;60;0,844712179;0,025484096;0,607530704;-0,105883333;-95,85087309;-192,6902072;;;;60;0,998892106;0,000173757;0,598489077;-0,111836088;-167,1418687;-7457,22959
;;61;0,841199519;0,025364657;0,608354162;-0,105352314;-95,53082223;-192,3233386;;;;61;0,998864383;0,000176464;0,598246917;-0,111998629;-167,1586795;-7355,521916
;;62;0,837707272;0,025242106;0,609301018;-0,104743984;-95,2117319;-191,8999496;;;;62;0,998836253;0,000179191;0,598006047;-0,112160467;-167,1752403;-7256,114738
;;63;0,834234255;0,025117966;0,610376626;-0,104055865;-94,89381803;-191,4113179;;;;63;0,998807714;0,000181935;0,597766472;-0,112321595;-167,1915521;-7158,946686
;;64;0,830779023;0,024993796;0,611588473;-0,10328431;-94,57730759;-190,8473655;;;;64;0,998778763;0,000184698;0,5975282;-0,112482006;-167,2076156;-7063,958259
;;65;0,827339837;0,024871224;0,612946504;-0,10242435;-94,26244248;-190,1964493;;;;65;0,998749399;0,000187478;0,597291236;-0,112641694;-167,2234319;-6971,091766
;;66;0,823914627;0,02475197;0,61446352;-0,101469522;-93,9494839;-189,4451185;;;;66;0,99871962;0,000190275;0,597055587;-0,112800653;-167,2390017;-6880,291261
;;67;0,82050094;0,024637883;0,616155701;-0,100411639;-93,63871758;-188,5778351;;;;67;0,998689423;0,000193089;0,596821256;-0,112958876;-167,254326;-6791,502487
;;68;0,817095877;0,024530982;0,618043257;-0,099240522;-93,33045989;-187,5766504;;;;68;0,998658806;0,00019592;0,596588251;-0,113116358;-167,2694058;-6704,672818
;;69;0,813696011;0,024433511;0,620151278;-0,097943655;-93,02506518;-186,4208319;;;;69;0,998627767;0,000198767;0,596356576;-0,113273091;-167,2842418;-6619,751205
;;70;0,810297285;0,024348002;0,622510829;-0,096505761;-92,72293468;-185,0864325;;;;70;0,998596304;0,00020163;0,596126237;-0,11342907;-167,2988352;-6536,688123
;;71;0,806894882;0,024277361;0,625160399;-0,094908274;-92,42452741;-183,5457932;;;;71;0,998564416;0,000204509;0,595897239;-0,11358429;-167,3131868;-6455,435521
;;72;0,803483052;0,024224977;0,62814782;-0,093128655;-92,1303737;-181,7669686;;;;72;0,9985321;0,000207403;0,595669586;-0,113738744;-167,3272975;-6375,946777
;;73;0,800054887;0,024194873;0,631532866;-0,091139538;-91,84109236;-179,7130643;;;;73;0,998499355;0,000210311;0,595443283;-0,113892427;-167,3411684;-6298,176642
;;74;0,796602019;0,024191898;0,635390833;-0,088907599;-91,5574125;-177,3414718;;;;74;0,998466179;0,000213234;0,595218334;-0,114045333;-167,3548005;-6222,081206
;;75;0,793114205;0,024222009;0,639817559;-0,086392103;-91,28020212;-174,6029863;;;;75;0,99843257;0,000216171;0,594994745;-0,114197456;-167,3681946;-6147,617842
;;76;0,789578757;0,024292657;0,644936587;-0,08354296;-91,01050596;-171,4407891;;;;76;0,998398528;0,000219122;0,594772519;-0,114348793;-167,3813519;-6074,745173
;;77;0,78597972;0,024413355;0,650909878;-0,080298094;-90,74959709;-167,7892749;;;;77;0,998364049;0,000222086;0,594551659;-0,114499336;-167,3942733;-6003,423029
;;78;0,782296659;0,024596541;0,657954334;-0,076579782;-90,49904922;-163,5726934;;;;78;0,998329133;0,000225062;0,594332171;-0,114649082;-167,4069598;-5933,612409
;;79;0,778502826;0,024858903;0,666366933;-0,072289807;-90,26084;-158,7035951;;;;79;0,998293779;0,000228052;0,594114057;-0,114798025;-167,4194125;-5865,275439
;;80;0,774562246;0,02522355;0,676567395;-0,067302356;-90,03750571;-153,0810395;;;;80;0,998257984;0,000231053;0,593897322;-0,114946161;-167,4316324;-5798,375339
;;81;0,770424847;0,025723717;0,689172303;-0,061454025;-89,83238315;-146,5885298;;;;81;0,998221748;0,000234066;0,593681968;-0,115093484;-167,4436206;-5732,876388
;;82;0,766017783;0,026409565;0,705133224;-0,054529969;-89,65000962;-139,0916444;;;;82;0,99818507;0,000237091;0,593467998;-0,11523999;-167,455378;-5668,743888
;;83;0,761228681;0,027361669;0,726017003;-0,04624621;-89,49683422;-130,4353176;;;;83;0,998147947;0,000240126;0,593255417;-0,115385675;-167,4669057;-5605,944135
;;84;0,755869096;0,028721366;0,754656649;-0,036236619;-89,3826263;-120,4407098;;;;84;0,99811038;0,000243172;0,593044225;-0,115530534;-167,4782049;-5544,444382
;;85;0,749580246;0,030771532;0,796923697;-0,024109258;-89,32369788;-108,9015345;;;;85;0,998072367;0,000246228;0,592834427;-0,115674563;-167,4892766;-5484,212812
;;86;0,741510185;0,034223657;0,868214812;-0,010059263;-89,35239215;-95,5791673;;;;86;0,998033907;0,000249294;0,592626025;-0,115817758;-167,5001218;-5425,218509
;;87;0,728008366;0,042368883;1,042222304;-0,004652618;-89,56884293;-80,18682271;;;;87;0,997994999;0,000252369;0,59241902;-0,115960115;-167,5107417;-5367,431427
;;88;0,709268918;0,054069981;1,086186157;-0,015729886;-90,18686114;-62,38264085;;;;88;0,997955642;0,000255453;0,592213416;-0,11610163;-167,5211373;-5310,822364
;;89;0,691008679;0,063916552;1;0;-91,37449189;-41,8216446;;;;89;0,997915836;0,000258545;0,592009214;-0,116242299;-167,5313098;-5255,362937
;;90;0,670118187;0,074904381;1;0;-93,4736833;-18,05637112;;;;90;0,997875579;0,000261646;0,591806416;-0,116382118;-167,5412603;-5201,025553
;;91;0,646553586;0,086921251;1;0;-96,91126288;9,412547934;;;;91;0,997834871;0,000264754;0,591605024;-0,116521085;-167,5509898;-5147,783387
;;92;0,620387727;0,099760867;1;0;-102,2600182;41,16230573;;;;92;0,997793711;0,000267869;0,591405039;-0,116659195;-167,5604996;-5095,610358
;;93;0,591830096;0,113116897;1;0;-110,2703131;77,86003367;;;;93;0,997752099;0,000270991;0,591206462;-0,116796446;-167,5697907;-5044,481105
;;94;0,561233646;0,126590109;1;0;-121,9005929;120,2768534;;;;94;0,997710034;0,00027412;0,591009296;-0,116932833;-167,5788642;-4994,370963
;;95;0,529084497;0,139710562;1;0;-138,3428259;169,3040288;;;;95;0,997667516;0,000277254;0,59081354;-0,117068355;-167,5877214;-4945,255947
;;96;0,495971971;0,15197514;1;0;-161,0377874;225,9717406;;;;96;0,997624544;0,000280394;0,590619196;-0,117203008;-167,5963634;-4897,112725
;;97;0,46254326;0,16289437;1;0;-191,6754952;291,4707001;;;;97;0,997581118;0,000283539;0,590426264;-0,11733679;-167,6047912;-4849,918601
;;98;0,429449293;0,172041061;1;0;-232,176181;367,1771895;;;;98;0,997537238;0,000286689;0,590234745;-0,117469698;-167,6130061;-4803,651496
;;99;0,39729187;0,179091181;1;0;-284,6497973;454,6819878;;;;99;0,997492903;0,000289843;0,59004464;-0,117601728;-167,6210093;-4758,289928
;;100;0,366580946;0,183849824;1;0;-351,3345563;555,8237846;;;;100;0,997448114;0,000293001;0,589855948;-0,11773288;-167,6288019;-4713,812993
;;101;0,337707682;0,18625894;1;0;-434,5178816;672,7277986;;;;101;0,997402869;0,000296162;0,58966867;-0,11786315;-167,636385;-4670,20035
;;102;0,310935207;0,18638749;1;0;-536,4460836;807,850464;;;;102;0,99735717;0,000299327;0,589482805;-0,117992537;-167,6437599;-4627,432202
;;103;0,286404787;0,184408719;1;0;-659,2314982;964,0310463;;;;103;0,997311016;0,000302494;0,589298354;-0,118121038;-167,6509277;-4585,489282
;;104;0,264152321;0,180570761;1;0;-804,7656219;1144,55124;;;;104;0,997264407;0,000305663;0,589115316;-0,118248652;-167,6578897;-4544,352833
;;105;0,24413071;0,175165791;1;0;-974,6462525;1353,204437;;;;105;0,997217343;0,000308834;0,588933691;-0,118375376;-167,6646469;-4504,004597
;;106;0,226232816;0,16850282;1;0;-1170,125642;1594,374235;;;;106;0,997169825;0,000312007;0,588753477;-0,118501209;-167,6712007;-4464,426797
;;107;0,210313391;0,160884927;1;0;-1392,080356;1873,128862;;;;107;0,997121852;0,00031518;0,588574674;-0,118626149;-167,6775521;-4425,602124
;;108;0,196206048;0,152594456;1;0;-1641,007579;2195,32544;;;;108;0,997073426;0,000318354;0,588397282;-0,118750195;-167,6837025;-4387,513725
;;109;0,183736999;0,143882905;1;0;-1917,042344;2567,734023;;;;109;0,997024546;0,000321528;0,588221298;-0,118873346;-167,689653;-4350,145186
;;110;0,172734583;0,134966236;1;0;-2219,993388;2998,179914;;;;110;0,996975213;0,000324702;0,588046723;-0,1189956;-167,6954048;-4313,48052
;;111;0,163035426;0,126023879;1;0;-2549,392695;3495,707878;;;;111;0,996925427;0,000327875;0,587873553;-0,119116957;-167,7009591;-4277,504156
;;112;0,154488156;0,117200165;1;0;-2904,553221;4070,772381;;;;112;0,996875188;0,000331048;0,587701788;-0,119237414;-167,7063171;-4242,200927
;;113;0,146955151;0,108607405;1;0;-3284,630467;4735,458418;;;;113;0,996824499;0,000334218;0,587531427;-0,119356972;-167,7114801;-4207,556056
;;114;0,140313001;0,100329661;1;0;-3688,68166;5503,730698;;;;114;0,996773358;0,000337387;0,587362467;-0,11947563;-167,7164492;-4173,555146
;;115;0,134452162;0,092426934;1;0;-4115,723579;6391,733084;;;;115;0,996721767;0,000340554;0,587194906;-0,119593386;-167,7212258;-4140,184168
;;116;0,129276085;0,084939133;1;0;-4564,781809;7418,124897;;;;116;0,996669726;0,000343718;0,587028742;-0,119710241;-167,7258109;-4107,429452
;;117;0,124700119;0,077889749;1;0;-5034,93262;8604,468215;;;;117;0,996617236;0,00034688;0,586863974;-0,119826194;-167,7302059;-4075,277676
;;118;0,120650266;0,071289299;1;0;-5525,338618;9975,694029;;;;118;0,996564298;0,000350037;0,586700599;-0,119941245;-167,734412;-4043,715855
;;119;0,117061986;0,065138081;1;0;-6035,274873;11560,61826;;;;119;0,996510914;0,000353192;0,586538613;-0,120055393;-167,7384303;-4012,731332
;;120;0,113879068;0,059428566;1;0;-6564,146159;13392,54148;;;;120;0,996457083;0,000356342;0,586378016;-0,120168638;-167,7422621;-3982,31177
;;121;0,111052562;0,054147497;1;0;-7111,500076;15509,95688;;;;121;0,996402806;0,000359487;0,586218804;-0,120280981;-167,7459087;-3952,44514
;;122;0,108539831;0,049277504;1;0;-7677,033619;17957,35664;;;;122;0,996348086;0,000362628;0,586060973;-0,120392421;-167,7493713;-3923,119713
;;123;0,106303707;0,044798442;1;0;-8260,595056;20786,16628;;;;123;0,996292923;0,000365763;0,585904522;-0,120502959;-167,752651;-3894,324056
;;124;0,104311763;0,040688437;1;0;-8862,182473;24055,82584;;;;124;0,996237317;0,000368893;0,585749448;-0,120612595;-167,7557492;-3866,047016
;;125;0,10253567;0,036924717;1;0;-9481,939625;27835,03867;;;;125;0,996181271;0,000372017;0,585595746;-0,12072133;-167,758667;-3838,277719
;;126;0,100950642;0,033484244;1;0;-10120,14997;32203,21502;;;;126;0,996124785;0,000375135;0,585443414;-0,120829163;-167,7614058;-3811,005556
;;127;0,099534961;0,030344193;1;0;-10777,22962;37252,14069;;;;127;0,996067861;0,000378246;0,585292448;-0,120936096;-167,7639667;-3784,220183
;;128;0,098269566;0,027482306;1;0;-11453,71963;43087,90149;;;;128;0,9960105;0,00038135;0,585142845;-0,12104213;-167,7663509;-3757,911504
;;129;0,097137702;0,024877142;1;0;-12150,27819;49833,12043;;;;129;0,995952704;0,000384447;0,584994601;-0,121147264;-167,7685597;-3732,069676
;;130;0,096124618;0,022508251;1;0;-12867,67305;57629,53416;;;;130;0,995894473;0,000387536;0,584847713;-0,121251501;-167,7705944;-3706,685089
;;131;0,095217303;0,020356285;1;0;-13606,77404;66640,96392;;;;131;0,995835809;0,000390617;0,584702176;-0,121354841;-167,7724561;-3681,748371
;;132;0,094404266;0,018403059;1;0;-14368,54664;77056,76;;;;132;0,995776714;0,00039369;0,584557986;-0,121457285;-167,7741461;-3657,250374
;;133;0,093675343;0,016631576;1;0;-15154,04605;89095,78268;;;;133;0,995717189;0,000396754;0,58441514;-0,121558835;-167,7756657;-3633,18217
;;134;0,093021528;0,015026019;1;0;-15964,41184;103011,0001;;;;134;0,995657236;0,00039981;0,584273634;-0,121659491;-167,7770159;-3609,535046
;;135;0,092434836;0,013571733;1;0;-16800,86357;119094,8026;;;;135;0,995596857;0,000402856;0,584133463;-0,121759255;-167,7781982;-3586,300499
;;136;0,091908172;0,01225518;1;0;-17664,69705;137685,153;;;;136;0,995536052;0,000405893;0,583994622;-0,12185813;-167,7792136;-3563,470225
;;137;0,091435229;0,011063896;1;0;-18557,28148;159172,6895;;;;137;0,995474825;0,000408919;0,583857108;-0,121956115;-167,7800635;-3541,03612
;;138;0,091010393;0,009986429;1;0;-19480,05711;184008,9095;;;;138;0,995413175;0,000411936;0,583720915;-0,122053213;-167,7807491;-3518,990272
;;139;0,090628658;0,009012283;1;0;-20434,53372;212715,6774;;;;139;0,995351106;0,000414942;0,58358604;-0,122149426;-167,7812715;-3497,324954
;;140;0,090285563;0,008131859;1;0;-21422,28965;245896,1917;;;;140;0,995288619;0,000417938;0,583452477;-0,122244755;-167,781632;-3476,032621
;;141;0,089977122;0,007336387;1;0;-22444,97137;284247,6541;;;;141;0,995225716;0,000420922;0,583320221;-0,122339202;-167,7818319;-3455,105906
;;142;0,089699776;0,006617872;1;0;-23504,29361;328575,8774;;;;142;0,995162398;0,000423896;0,583189269;-0,12243277;-167,7818722;-3434,537613
;;143;0,08945034;0,005969032;1;0;-24602,03993;379812,3187;;;;143;0,995098668;0,000426858;0,583059614;-0,12252546;-167,7817544;-3414,320713
;;144;0,089225967;0,005383242;1;0;-25740,06407;439033,604;;;;144;0,995034527;0,000429808;0,582931253;-0,122617274;-167,7814795;-3394,448341
;;145;0,089024106;0,004854482;1;0;-26920,29095;507484,1058;;;;145;0,994969978;0,000432746;0,582804179;-0,122708215;-167,7810487;-3374,91379
;;146;0,088842471;0,004377288;1;0;-28144,71885;586602,1234;;;;146;0,994905023;0,000435671;0,582678387;-0,122798286;-167,7804634;-3355,710508
;;147;0,088679015;0,0039467;1;0;-29415,42146;678050,1129;;;;147;0,994839663;0,000438584;0,582553873;-0,122887487;-167,7797246;-3336,832093
;;148;0,088531901;0,003558225;1;0;-30734,5503;783749,6113;;;;148;0,9947739;0,000441485;0,58243063;-0,122975823;-167,7788336;-3318,27229
;;149;0,088399481;0,003207788;1;0;-32104,33757;905921,6133;;;;149;0,994707737;0,000444372;0,582308654;-0,123063294;-167,7777917;-3300,024985
;;150;0,088280275;0,002891704;1;0;-33527,0991;1047133,24;;;;150;0,994641176;0,000447246;0,582187939;-0,123149905;-167,7765999;-3282,084205
;;151;0,088172956;0,002606636;1;0;-35005,23772;1210351,679;;;;151;0,994574219;0,000450106;0,58206848;-0,123235657;-167,7752595;-3264,44411
;;152;0,088076331;0,002349563;1;0;-36541,24675;1399006,534;;;;152;0,994506868;0,000452953;0,58195027;-0,123320553;-167,7737716;-3247,098994
;;153;0,087989327;0,002117758;1;0;-38137,71382;1617061,887;;;;153;0,994439125;0,000455786;0,581833304;-0,123404597;-167,7721376;-3230,043278
;;154;0,087910982;0,001908752;1;0;-39797,32482;1869099,591;;;;154;0,994370992;0,000458605;0,581717577;-0,12348779;-167,7703585;-3213,271508
;;155;0,087840431;0,001720317;1;0;-41522,86819;2160415,553;;;;155;0,994302473;0,000461409;0,581603083;-0,123570136;-167,7684355;-3196,778352
;;156;0,087776893;0,001550439;1;0;-43317,23932;2497131,004;;;;156;0,994233568;0,000464199;0,581489815;-0,123651638;-167,7663698;-3180,558596
;;157;0,08771967;0,001397298;1;0;-45183,44524;2886321,128;;;;157;0,99416428;0,000466974;0,581377769;-0,123732299;-167,7641626;-3164,607143
;;158;0,087668132;0,001259254;1;0;-47124,60949;3336163,723;;;;158;0,994094612;0,000469734;0,581266937;-0,123812122;-167,7618151;-3148,919008
;;159;0,087621711;0,001134822;1;0;-49143,97726;3856111,04;;;;159;0,994024566;0,000472479;0,581157315;-0,12389111;-167,7593284;-3133,489315
;;160;0,0875799;0,001022666;1;0;-51244,92069;4457088,392;;;;160;0,993954144;0,000475208;0,581048895;-0,123969266;-167,7567036;-3118,313296
;;161;0,087542238;0,000921579;1;0;-53430,94443;5151723,726;;;;161;0,993883349;0,000477923;0,580941672;-0,124046593;-167,7539421;-3103,386288
;;162;0,087508312;0,00083047;1;0;-55705,69148;5954612,963;;;;162;0,993812183;0,000480621;0,58083564;-0,124123095;-167,7510448;-3088,703727
;;163;0,087477753;0,000748358;1;0;-58072,94918;6882626,692;;;;163;0,993740649;0,000483304;0,580730792;-0,124198776;-167,7480129;-3074,26115
;;164;0,087450224;0,000674356;1;0;-60536,65548;7955264,661;;;;164;0,993668748;0,00048597;0,580627123;-0,124273638;-167,7448477;-3060,054191
;;165;0,087425424;0,000607665;1;0;-63100,90554;9195065,514;;;;165;0,993596483;0,000488621;0,580524625;-0,124347685;-167,7415501;-3046,078578
;;166;0,087403084;0,000547564;1;0;-65769,95849;10628080,38;;;;166;0,993523858;0,000491255;0,580423293;-0,12442092;-167,7381215;-3032,330129
;;167;0,087382958;0,000493402;1;0;-68548,2445;12284420,27;;;;167;0,993450873;0,000493873;0,580323121;-0,124493348;-167,7345629;-3018,804754
;;168;0,087364827;0,000444594;1;0;-71440,37218;14198888,77;;;;168;0,993377533;0,000496474;0,580224101;-0,124564971;-167,7308754;-3005,49845
